,clean_text,sentiment
252,i mean move fun ride start finish secrets really good nods asian mythology,V.Positive
253,shang chi hallmark big budget film missed mark attempt simultaneously asian martial arts film marvel positive side animations choreography really demonstrate significant amount planning thought however film lacks coherence intertwines sharply opposing scenes fight club macau peaceful fantasy chinese village downtown san francisco comedy used punctuate film feel place movie chinese american aiming kill father idea opposed ordinary worldview film deserve gravity the costumes evoke feeling characteristically ineffective attempt hollywood mix eastern western styles in village scene bright clothes contrast natural objects surrounding wood statues old temples trees magical creatures movie somewhat cliché unrealistic illogical the back story one involving evil threatening come back true vanquisher evil already lays lake presumably would prevented evil coming back even without protagonist help the side character predictably must one saves village critical moment despite prior training archery whatsoever have i become grown appreciate storyline marvel simply hide shoddy plot work critics bar scene every major scene movie significant similarity previous movies the fight ring spiderman village kungfu panda fights buses scaffoldings done countless times new what makes movie special on martial arts standpoint pales comparison tony leung previous films on asian empowerment standpoint lacks authenticity fantastical nature prevents serious message conveyed indeed viewers left wondering whether movie champions family freedom characters development also lackluster they ones scorn social expectations ones wish fun how transition people risk lives protect village overall seems,V.Positive
254,typical marvel lots action laughs i saw imax loved if marvel fan enjoy movie extra credits stay end,V.Positive
255,the shangi chi legend ten rings released today theatres it follows journey shang chi simu liu son famed mcu villain mandarin revolts father fight first film featuring asian american superhero shang chi understandably stands close combat sequences all actors especially simu liu undergone extensive martial arts training shows sensational sequence moving bus san francisco another bamboo scaffolding macau surprise returning character mcu provide genuine comedy adds another wonderful layer experience cameos benedict wong ronnie chieng also manage leave audience stooping cultural appropriation crew director destin daniel cretton pays rich tribute chinese heritage every turn hong kong superstars tony leung michelle yeoh electric roles fact seem lost step age acing action sequences shows dedication one finest actor chinese cinema every produced tony leung stamps class film giving engrossing captivating performance dreaded leader ten inner moral dilemmas relationship children portrayed brilliantly man nicknamed tiger among five tiger generals hong kong cinemathe flashback sequences help build shang chi character intricately captures upbringing genocidal megalomaniac despite wanting nothing father murderous tendencies son inadvertently drawn mandarin world violence films delves mystical elements towards climax two sequences tie doctor strange world mystic arts well possible connection ten rings alien always way weaves individual fim character wonderful tapestry makes phases joy due characters nuanced acting performers shang chi stands cgi elaborately chorographer action sequences add gloss end wonderful new addition mcu world hopefully paves way ethnicities represented universe time goes recommended a must watch marvel phase continues raise bar,V.Positive
256,still ca get movie even watching two times two want miss theatres releasing two years one best marvel movie,V.Positive
257,i seen premier recommended it seems marvel siding toward mystic magic instead science as i hardcore marvel fan since childhood i liked specially bus fight scene do know casual watchers,V.Positive
258,i heard film going good better i imagined the storyline really new exciting mcu fight scenes fantastic i could keep eyes screen it also funny parts like marvel always i ca express enough much i enjoyed film,V.Positive
259,this even close comic story line marvel comic character least parts story line this one greatest epic fails ever made mcu far,V.Positive
260,everybody kung fu fighting straight hours starts okay gets worse new direction marvel headed bad movie story rubbish acting bad best thing i saw free,V.Negative
261,the action film top top notch something missed marvel movies shows something similar saw daredevil iron loved movie tied past future marvel projects making exciting welcomed everything story well forget post credit scenes,V.Positive
262,from never ending awesome action sequences beautiful music enhances experience tenfold movie masterpiece,V.Positive
263,this initial first thoughts entering cinemas i going enjoy will filled cgi crap well yes it beautifully done made saw wow end this something would wan na see theaters beautiful i even got posters free movie remind it movie want miss seriously,V.Positive
264,what fun ride emotionally touching scenes tony leung worked hard making character different kind villain stereotypical way loses connection wallows grief deep you see causing act liu carries movie alongside tony leung got lot conflict touching see fight scenes really good action top notch i liked friendship running along story stay two end scenes tease much,Positive
265,i read advance reviews excited positivity glowing feedback i seen it means lot finally put spotlight juggernaut like marvel machine see late night showing thursday sept technically day advance official release date happy say movie disappoint i watched many hong kong style movies years team spectacular job importing authentic they kind research i come expect marvel creative team let team leave distinct chinese style using dialogue strategic moments distinct style music totally awesome sequences scaffolding something see many old school kung fu movies michelle yeoh particular acted many movie vein back many years filmmakers great job melding authentic chinese kung fu cinema themes tension motherly devotion male prioritized female etc current themes underachieving children parents general confusion american society combining everything context movie trademark marvel humor lighten things fan special effects throughout movie thoroughly enjoyed ending sequence well like reviewers i loved opening fight sequence tony leung fala chen it wonderful see tai chi style fighting introduced western blockbuster tiger hidden dragon great movie i think marvel achieved something melding disparate parts taking much bringing together cultures generations viewpoints context mcu superhero action movie the next time see doubt us moviegoers colors cultures happy see,V.Positive
266,these positive reviews mean nothing everyone already knows bad movie most people leave positive reviews even seen yet i actually went watched it generic,V.Positive
267,i gon na lie i excited movie the first teaser underwhelming official trailer get hooked either either way i huge mcu marvel fan i decided go watch either way it was amazing the film hours contained soo much setting changed much the actors great job cinematography great cgi spot the complaint movie felt cringe ish times especially first minutes but movie gradually got better still cringey scenes run i know people complaints awkwafina really great job simu liu character lacking times though i definitely say one best debut characters terms personality and people reviewing released september spoiler abomination character brief appearance brief i unable even film another bad guy show later mcu,V.Positive
268,the action film another level the cinematography new propaply best among marvel last battle really satisfy i enjoyed film unlike many others i hope marvel keeps,V.Positive
269,the movie cgi action sequences top tier story writing important parts film predictable motives shallow stereotypical i emotionally invested family individual character once understand movie family pick right away plot conflicts resolution entirely movie classic marvel funny moments diffusing tense moments surprising humor i cringed plenty scenes this movie poor ending little emotional catharsis the ultimate conflict resolved cgi magic deus ex machinas like average action blockbuster might acceptable emotional depth moral complexity movie typical superhero film family bonds kung fu dragons as much i love chinese representation i chinese movie disappointing,V.Positive
270,legend ten rings well pleasant surprise much style black panther origin story really great start saw thrown blown rained every sensation every turn we great acting great humour plenty magic marvel fans lacklustre black widow disaster winter soldier two goodens row snake eyes the fight scenes well worked opening bus sequence memorable i thing anything i like movie i giving outta,V.Positive
271,i excited movie i disappointed it cgi amazing cast great soundtrack setting etc i nothing bad say movie other i dislike bad guys makes bad guys i shocked i saw end credit scene hulk captain marvel wong i love katy friendship i think movie awesome also martial arts stunts awesome especially train scene fight macao so i ending say i love movie new favourite marvel movie,V.Positive
272,sorry kung fu thing action sequences fast keep end battle busy fast keep track if idea connections rings would lost fits marvel except mid credits par busy mediocre best,Negative
273,this movie year do favor go see big screen this one movies years say i seen big screen,Positive
274,after two half years gap audience came back together watch marvel movie legend ten rings one action packed entertaining movie keeps engaged till end movie the action sequences visual effects costume designing actors simu like awkwafina theatres housefull india this movie craze india one best moral movies years soft tomorrow must watch movie theatres home,V.Positive
275,i watched movie real part wonderful wonder ends the storyline well storyline there depth characters hours movie i hoping would already very disappointing movie,V.Positive
276,so want son come see plan send team assassins you might lose son lose henchman reveal organization internet this first action sequence one first overall scenes movie poor writing sets bad tone rest movie your defense think assassins could kill goons element surprise seen son years could know gone soft main actor performance c best friend performance d sister performance c dad the aunt performance a maybe i biased i loved crouching tiger,Negative
277,before anyone thinks i straight white male allowed let tell i asian now movie truly overrated action good virtue signaling limited absent cliche mcu formula really putting the novelty looks actors i get overly bored i would missed much i watch,V.Positive
278,this far boring mcu title i seen date it basically two hours fight scene done i really hope indicative direction mcu headed,Negative
279,how movie rating makes sense this movie super generic i expecting something great worse black widow easy thing,V.Positive
280,i really looking forward movie initially i bit upset i going able watch however experiencing big screen i thankful i had go local theatre watch as chinese australian rarely get see characters similar it nice see asian experiences displayed unapologetically screen the reviews discuss next level martial arts really telling truth i seen plenty chinese dramas martial arts displayed full i always found thinking filming direction bit this movie combined martial arts chinese dramas natural perfectly impactful it definitely like action shown mulan the sfx stunning better marvel movies shown amazed effort details acting major i know stuff i find simu liu facials tad awkward little exaggerated however still nonetheless wonderful role tony leung god moment he really shone movie his natural swag cool demeanour attractive i really could hate character i enjoyed awkwafina acting movie really knows deliver humorous lines i glad impactful part movie comedy hurt see cinema packed especially since area full asians they may known movie since marvel barely advertisement i definitely hope future i get see support credit scenes mid credits scene definitely huh interesting moment probably something cause uproar i interested see i really enjoyed movie there much mandarin incorporated movie i able take parents watch,V.Positive
281,legend ten rings awesome exciting mcu film brings stunning world asian culture i say enjoyed previous mcu film black widow shang chi introduces new mcu character played simu liu and awkwafina also fun addition while chased organization called ten rings lead father tony leung while shang chi learns abilities ten rings before father trying use power personal epic plot shang chi katy awkwafina enter hidden world ta lao magical mythical creatures is like wow stunning moment first see wakanda black panther the film give emotional story build villain cast ensemble great simu liu great character along awkwafina friend zhang michelle yeoh benedict wong florian munteanu tong leung set designs visual effects stunning great can colorful moments the music score good well the action sequences great exciting every set piece awesome martial arts choreography well shot cinematography director great job capturing action fight sequences even epic climax dragon two mid post credit scene sets films fun nod say shang chi great exciting addition found film fast moving action packed and great family conflict story emotionally driven,V.Positive
282,an absolutely amazing movie some best special effects fight sequences ever see definitely,V.Positive
283,just saw movie theater i spoken word since the movie truly takes journey expect the characters immersively written ones yet truly relate main ones tied beautifully modern culture i love platonic friendship katy shang feels real the movie moments sheer beauty and i liked humor does points improvement sure the immersion broken handful times however together i loved journey i taken for anyone seen yet fantastic journey enjoy experience the music sick i loved,V.Positive
284,amazing film setting phase marvel beautifully ca wait see happens next,V.Positive
285,the action film fact character simi liu awkwafina course michelle yeah deliver beautiful performances shang chi generation iron man the mcu perfect hands,V.Positive
286,the freshest new intro superhero film since black panther brilliant asian casting elevates latest marvel addition crowd pleasing emotional visually strong some cute extra scenes credits stick around,V.Positive
287,rotten tomatoes makes seem like level the dark knight even close level it basic mcu origin story possible what point scores one movie masterpiece another super mediocre rotten tomatoes score it makes sense,V.Positive
288,it simply generic jokes land not recommending maybe wait streaming,Positive
289,overall disappointing expected another generic marvel flop it obviously make money nobody never heard superhero,Negative
290,incredibly boring indifferent film stereotypical characters predictable story following superheroes formula i watched version looked like bad animation completely distanced film the redeeming qualities inspired shots inclusion decent actors especially wonderful michelle yeoh,Positive
291,i got admit i particularly blown away anything movie i might even say i bored get wrong is spectacle the action great the locations nice costume design sound design etc but overall soft release worth seeing theaters specially endgame biggest problem underwritten lead muddled personality reasons covered story devoid charm personality good next issue humor land not the supporting lead awkwafina normal loud self supposed funny every time opens mouth her role supportive little dramatic and i questioned even ultimately matter she another forgettable character given importance role third act weak there balancing problem stakes you ca feel tension weight action and lot superficial i ca end feels like safe plot written way appeal china considering mandarin portrayed ends appealing one specific certainly feel like marvel movie bound happen introduced different aspects narrative but also feel like comic book it generic,V.Positive
292,when i saw trailer back i expecting much especially black widow imo worst mcu movie however movie surprised the theme different culture reminded black panther i enjoyed shang chi lot i found refreshing visuals amazing i enjoyed action scenes much the plot worst i felt like dragging fun enjoyable movie,V.Positive
293,i simply love beautiful movie the actions visual everything,V.Positive
294,just came back theater definitely great movie another blockbuster big win marvel hugely entertaining it good black original revenge blood blood much serious marvel themes however emotions diluted minimum girlfriend kathy aka awkwafina i guess purpose also mandarin aka wenwu father much less evil original basically powerful guy losing mind beautiful wife shangchi funny character well so become popcorn movie still deep emotions best marvel movie since winter soliderthe little regret simu liu outlook man face deserves parking cars i know jackie chan also good looking shangchi handsome guy whose face least level donnie yen come comic book super already making history breaking record labor day sales any movie three times actually movie hard fail you got michelle yeoh female jackie chan tony leung best actor hk even china awkwafina best asian american actress fala chan good actress hk etc this dream cast like new lakers,V.Positive
295,review good effect exciting figth scenes satisfying story i normally like marvel movies bla bla however martial arts fan performer chinese culture mythology fan decided watch use martial arts unexpectedly there good base universe chinese mythology they may waste definetly use well effects realy good especially like effects portals water tornado fight scenes interested part course really good parts fast detect visual effects kung fu style main character mother people describe philosophy style well their kung fu smooth basic easily recognisable traditional i happy saw movements use,V.Positive
296,legend ten rings incredible mcu origin story epic emotional extremely thrilling whilst also connecting greater universe fun satisfying ways it definitely best thing phase far even third act usual mcu liu gives incredible extremely charismatic lead performance whilst also superb chemistry awkwafina also incredible michelle yeoh zhang great tony leung amazing one better villains mcu plenty backstory daniel cretton direction excellent extremely well filmed stylish best action sequences franchise the fight choreography extremely impressive cg mostly strong it well paced soundtrack music joel west fantastic,V.Positive
297,charming incredibly may best marvel one better films time my main problems film lie films storyline honest really good incredibly place editing wise much feels like two movies could made i love get depth look characters flaws regrets tragedy editing makes feel rather place takes away impact film could heart that said film still manages enjoyable throughout the action scenes absolutely incredible look film incredibly well something fresh original marvel cast joy especially simu liu aquafina lead supporting roles i skeptical aquafina marvel movie sure really helped film whole honestly i would love see character future marvel projects the film entertaining despite pacing film bit place times it brilliant elaborate special effects gawking screen plenty surprises bound make smile in end fun time marvel something flicks forgotten excited character offer future rating,V.Positive
298,honestly i start doubting i saw another movie i know hype another marvel movie packed lot action scenes visual effects weak predictable story,Positive
299,clever story amazing martial arts interesting backdrops i enjoyed appreciated english subtitles clear read onscreen longer movie subtitles the martial arts exhilarating loved the cgi colorful creative this film win multiple oscar awards this movie entertaining i must see,V.Positive
300,marvel huge opportunity make much bigger better premise cinematography choreography stunt work acting little rough protagonist actor pretty good job though that dry mcu humor grown see quite hit i know lot people wished would done much mandarin pretty big bad comics hyped lot but i think movie makes people excited the next marvel movie rather truly giving mcu story life and movie hours long felt rushed time viewers waiting i say could nice gal awkwafina i know i one finds place screen sometimes and i say respectfully lol,V.Positive
301,this movie fine yet flawed the first issue pacing it quite exhausting it tried first sprint suddenly halt run marathon sprint issue flashbacks this movie riddled and i mind unless keep returning exactly scene difference get listen new part talk i remember movie riddled issue fights now broken groups magical fights earth fights the first done terribly camera shake way close badly lighted confusing heck there vision idea yes turned cgi slosh this could done better but got pointless confusing camera moments instead the second group reminds jackie chan movies know stuff great to issue main character he extend point earlier he like punching bag show he real emotions goes flow he never speaks mind rather silently mumbles agreement whatever plan others come it annoying really grating ok i mind mc iron man character but i seen corpses put action decomposing shang chi also gets beaten pretty much time there exceptions shows real emotions and shoddy pacing cripples second character friend katey think fine she active i could shake feeling brains team witty humor broody muscle man amazing scenes loved alot really but beyond mediocre thank god mediocre considering things marvel relases lately mediocre fine really tiresome extended point exhausting but fine a solid oh also quite plot holes whatnot ranging minor assassins using stun weapons only lol extreme spoilery stuff point ca even bother just roll eyes force brain stop thinking to become script writer need know sniff glue class agree everything corporate monkeys expensive suits tell watch if marvel fan already seen if marvel fan still enjoy eh not like anything better i guess,V.Positive
302,the action camera work particular along cast impressive what i like though couple nuisance characters weird humor other i say worth watch plus good seeing old marvel faces,V.Positive
303,loved the comedy story acting special effects a new character marvel lot potencial hope see lot next movies,V.Positive
304,fantastic like bruce lee movie meets marvel movie one better marvel movies i love brought back ben kingsley play trevor one favorite characters movie fixing character mandarin iron man i love ben kingsley knows people like mandarin the insistence planet apes played real monkeys hilarious i love mandarin movie favorite character movie besides morris morris best character ever morris great the mandarin movie one favorite marvel villains ever the ten rings interesting the bus scene beginning awesome the opening scene also quite good the fighting choreography well done the dragons cool looking fighting cool it nice see wong nice see fight abomination the action scenes really cool simu liu great i really like character lot acting quite good i really like plot simple i really enjoyed meng er zhang good xialing well my biggest flaw awkwafina bad raya last dragon funny time i think i like much it cool see return doctor strange multiverse madness i really enjoyed one better marvel movies,V.Positive
305,it fun beautiful different very watchable rewatchable important quality action movies go see theater pretty set film best seen big screen,V.Positive
306,the best aspects movie hand hand combats without rings simu liu awesome embraces character the story good consider standalone i problems aspects movie elements the entire movie shooted closed studio environment huge set pieces marvel things last many movies last avengers movies it stupid look non sensical vfx still remember first iron man movie original vfx elements hard distinguish good balance reality fantasy world the movie forcing humours cases in case tried mimic crouching tiger hidden dragon this movie certainly asian vibe movie making style i think manipulation making studio creator the music movie good overall good movie i going give special attention upcoming marvel movies maybe i left behind fantasy world i think marvel upcoming future,V.Positive
307,character i many others know little which marvels case offers clean slate tell fresh story i happy say delivered marvel newest outing superhero extravaganza fully built action set pieces the performances simu liu tony leung stand amongst pack offer great rich story marvels cinematic universe though film times feel bogged origin story tropes direction destin daniel cretton overall charm cast story make film feel fresh lively i happy welcome crew ever growing mcu wait see comes next hopefully,V.Positive
308,i finally took plunge went cinema first time since the movie highly entertaining engaging characters good story the action fights scenes seemed well choreographed special effects joy experience big marvel film feel like marvel film shows versatile mcu highly impressed see hear characters speak native language risk many people like read subtitles avid fan asian cinema i quite happy comfortable highly entertaining fun film highly recommend,V.Positive
309,reel tunez the radio show all about movies movie review legend ten rings first people imdb rate movie though very good i really want ask so very best movie ever good sound music gone wind oliver star wars movies probably do get to yes excellent movie but people skew ratings calling everything with said i give very good little closer another marvel studio disney release marvel universe i knew nothing movie really lot interest seeing glad i it fun exciting excellent adventure movie great effects great story like adventure movies even followed marvel universe really know history movies enjoy add following spoiler do not leave movie very last credits rolled turn lights clean place as movie ends go one last restaurant scene then middle credits get more story then last credits even marvel studio cleaning crew bob janitor mae wife get one scene end these marvel extras consistent basically clue comes scaled i give good this big screen movie see theater,V.Positive
310,really nice concept great direction teams work vfx i really enjoy movie,V.Positive
311,i marvel fan long time i must say black panther level impressive a great origin story great characters visual effects course action any marvel fan absolutely love new scene great start,V.Positive
312,its great finally long got experience good origins story i know kevin feige nailed even lot people thought gon na movie like mixture western eastern culture afterall protagonist asian living raw choreography best mcu better winter soldier the cgi fights bad think raw realistic fight scene appealing part leung charismatic even villain feel sympathetic character the new mythology cool fantastic beast awesome i hope see sequels,V.Positive
313,as i stranger cliche martial art scenes corniness i went fully expecting everything movie cheesy cliche like mulan boy i wrong beautifully written acted directed i really want give huge shout directors incorporation asian culture movie without making everything cliche i teared watching people looked like main actors big screen onto story story alright it best introductory movie hero much expect typical hero introductory ost movie charts i really enjoyed music think nailed i say acting tony leung sima liu awkwafina michelle yeoh these best best asian american actors nailed every scene movie lastly i absolutely loved cinematography fight scenes they well thought choreographed it seem cheesy corny thank marvel making movie paying homage asian americans this movie one i never forget,V.Positive
314,all i say wow i loved cinematography i amazed choreography fact hidden obscured camera angles like previous movies i love simu liu think incredible addition mcu along villain story wenwu played amazing tony leung incredible character depth certainly stereotypical bad couple awkward phrases i loved everything movie glad i able support opening weekend if covid i would went see highly recommend,V.Positive
315,today i watched movie shang chi legend ten rings overall i quite enjoyed things i believe could done characters shang chi i believe lacking came personality both xialing katy traits simple interesting easy follow throughout film shang chi goes less extreme version katy less extreme version xialing this causes forgettable interesting character personality film times it would nice see traits unique think development main heroes could evenly spread across whole film noticeable changes i witnessed reached think also important talk shang chi father he three dimensional character i really enjoyed interactions son final fight the thing i would liked change would see affected old age surely around long would give sort wisdom something confused whether supposed redeemed end way characters felt inconsistent while could fun concept explore seeing children felt unsure done correctly their feelings changed quickly shown us enough something audience next thing i would like talk rings they confusing inconsistent explored enough the abilities rings possessed clear in one scene xu wenwu take army lose one woman though aided powers many moves xu wenwu showed opening could used many situations film the rings built something grant god like powers end underwhelming it make sense xu wenwu able take ta lo army the people ta lo possess abilities granted great protector powers never explained shown while things explained movie many questions left unanswered while credits scene alluded explanation rings origins i looking movie standalone project none magic given explanation includes rings great third point plot execution whole film the plot well done many points rushed introduced nowhere these points include introduction trevor morris it little convenient met someone happened live something ta lo happened able understand also willing help another thing would exposition a times film i felt book read there better ways tell backstory character tell us directly the death shang chi mother also seemed random it seemed thought the gang killed never mentioned important plot way much shown killed much i also feel would better shang chi friends stay ta lo longer father shows this would give katy time learn bow arrow much climax would dweller darkness appears the dweller like rings built something powerful ends underwhelming everything slightly rushed introduction gate like many things shown voice it shown given time actually think dangers may possess the appearance great protector also random ending it also made sense shang che able defeat dweller easily father thousand years master able if also aided power dragon stated i think scene everyone honoring dead done well important showing much sacrificed problems i talked could fixed better timing right foreshadowing better exposition consistency all i really enjoyed film though may seem little contradictory much i criticised i would recommend film anyone enjoys cool action cool visuals also looking fun female characters i would rate movie,V.Positive
316,as huge fan ip man marvel movies i feel movie beautiful balance insane action beautiful backdrops wonderful mystical powers growing watching kung fu movies finding superhero movies loving i feel movie perfect blend everything i want modern action cinema,V.Positive
317,this film full surprises really perfect,V.Positive
318,watched yesterday overall movie wonderful mcu put everything perfectly the cast visuals cgi everything pinpoint every characters performance brilliant i need mention without character movie would interesting role played awkwafina katy her comic timing good and always marvel surprised villain tony leung xu wenwu his performance brilliant along new hero simu liu shang worth time go watch movie theatre spoil,V.Positive
319,what great flick the action amazing throughout constantly growing changing fights never got boring awkwafina favourite mine great job family relationships really make compelling stories we got antagonist tragic understandable story never felt dimensional like many hero rising villains,V.Positive
320,beyond expectations some best acting fight choreography visual effects i seen marvel the story much heart,V.Positive
321,this movie fabulous writings every character brilliant action sequences beyon imagination worth watching phrase begins blast,V.Positive
322,i went hoping fresh ideas low expectations boy i surprised this film amazing the casting script acting everything else marvel really smashed,V.Positive
323,the cinema was on fire i think it partly katy her crazy energy and also that bus fight scene was incredible really got things a very funny movie laughs were coming from the audience frequently it was such great story amazing visuals good comedy some nice the ten rings action were spectacular to watch the ten rings are a major world event for official start of new mcu black widow prequel as a movie it probably an out of because cinematic experience changes game completely it was a major cinematic experience stars for the ten rings,V.Positive
324,another amazing marvel film awesome visual effects i think great job blending asian culture within film give marvel characters,V.Positive
325,if fan character love marvel opening new realms going intense next eternals let go,V.Positive
326,ca wait see else come shang start finish well worth watch,V.Positive
327,this movie blast it like black panther marvel movie thing time it brings much needed freshness mcu the story kung fu fighter forced confront past drawn ten rings organization is ten rings organization iron man iron man i let movie destin daniel cretton successfully blends culture marvel format also keeps real authentic importantly communicates personal story effectively at heart movie dysfunctional family dealing family drama i going talk drama spoiler but drama comes best fights i seen big screen long liu awkwafina best friend well known stars movie upgraded superstar status they brilliant movie yin yang where simu liu brought punches awkwafina brought the punchlines they complimented create perfect balance another character left impression tony leung father the relationship relatable star cast also brilliantly casted movie best written supporting characters the core group consists fala chen mother soul movie zhang sister much kick ass michelle yeoh aunt becomes guide teacher there also surprise character movie i loved i going talk spoil marvel product know vfx cgi industry best adding beautiful cinematography fast paced camera work each every fight sequence meticulously handled spectacularly choreographed you seen bus fight scenes trailer high stake fight scenes also leave knew going watch movie came my review tell yes everything expected wanted i personally never doubted kevin feige now go watch movie let knock socks this movie scene scene make sure catch,V.Positive
328,absolutely fantastic just miss big screen say moderation comedy punches action katy superb,V.Positive
329,i thoroughly enjoyed movie awesome definitely recommend seeing theater watch credits two scenes,V.Positive
330,i ca express amazingly beautiful movie you need watch excellently choreography awesome blend humor drama action i beginning think place martial artists marvel iron fist i proved wrong hopefully get several,V.Positive
331,awesome fight sequences second best solo hero movie marvel ironman,V.Positive
332,great story totally worth seeing one best marvel movies ever seen,V.Positive
333,this movie amazing the special effect martial arts stunt beautiful this one best movie marvel a must see movie times,V.Positive
334,the movie point standard parent reference around better around typical girls boys ca friends must get married point responsible orrrrrr honestly hit another level relative culture so well done authentic marvel and beginning,V.Positive
335,what call man mission keep family safe what call man wants fit belongs a new kind hero we entered phase greatest movie franchise movie history we seen battles seen many marvel characters last years come life new kind hero comes us knows i learned friday i read i honestly tell story one history books i ca give whole movie anything spoil movie movie different movies shock beginning end lot easter eggs linking way back tony stark oops i think i said little much i say this movie defied everything natural supernatural realm physical soul it dives deep soul person legend ten rings give huge simu liu like i said i never heard recently gave role new meaning new without giving much away every marvel movie credit scenes leave edge seat that i essence i give legend ten rings stars,V.Positive
336,the mcu getting repetitive train movies new asian epic inspiring new generation,Positive
337,one favourite marvel movies ca get good simu liu amazing job along rest cast,V.Positive
338,the story telling act tony leung chinese elements time really authentic make feel weird i believe first time watching hollywood movie whether creatures family relationships even language speaking time really legit this great movie,V.Positive
339,i went cinema hype get impressed,V.Positive
340,amazing visuals phenomenal fight choreography genuinely interesting story i never knew character shang chi already become favourite mine i really hope shows dr strange multiverse madness,V.Positive
341,after brief gap theatrical release considering black widow partial release marvel back theatres introducing characters new phase universe shang chi the legend of ten rings standalone film equally also serves important piece puzzle events linking web series upcoming movies it goes without saying watching recently released series important following movies trailer shows also name suggests shang chi movie whose action heavily lean towards martial arts individual battles it different watch compared marvel movies involve lot hi tech dependent action the movie hardly wastes time lead character introduction straightway jumps having experienced infinity war normal people surprised anymore supernatural things high octane action happens around hence character hardly wasting time hiding identities public the storyline pretty straightforward movie strong resemblance black panther lead character connection place origin the action sequences shot brilliantly camera lighting work mind blowing the movie relies good hand hand combat almost climax i believe marvel gone r rating action sequences would much better watch i personally think incidents happening around climax way convenient last least background music elevates scenes whole new liu takes bring asian heritage superhero universe the movie test much emotional side i believe get see upcoming movies tony leung shines powerful antagonist role awkwafina drives comical side things shang chi close buddy almost sidekick rest cast done decent job look surprise funny cameo marvel expands universe shang chi exploring different culture heritage superhero genre it satisfying watch marvel fan great watch action movie fans,V.Positive
342,i blown away great storyline start finish amazing choreography stunning visuals surreal locales it happy sad funny touching it knows serious knows hilarious the blend classic asian traditions modern world definite bonus plus focuses blend mythical natural besides ties mcu seamlessly the movie thankfully explains connection faux ten rings iron man movies actual ten rings i also enjoyed easter eggs this movie worth wait,V.Positive
343,visually stunning awesome fight scenes many easter eggs,V.Positive
344,this great movie i really enjoyed start finish,V.Positive
345,the movie good especially soundtrack it unique unlike marvel movies generic soundtrack highly recommend yall watch theaters,V.Positive
346,i never fan comic book movie refreshing amazing great introduction simu liu perfectly well casted there great chemistry leads fight choreography best i ever seen marvel great story line action especially comedy loved awkwafina i ca give stars i give star rating highly recommended watch wo disappointed,V.Positive
347,good film there places seemed superfluous unnecessary affect fact film wonderful,V.Positive
348,so shang chi evil kung fu father sci fi bracelets air bender mother he leaves father behind pursue simpler chilled life sam francisco fathers organization attacks brings back help get mothers home village in village fights father wins fights anime looking monsters like soul suckers he gets help water bending dragon defeats king monster performing exorcism bracelets acting amazing let appreciate cool morris probably best character movie,Positive
349,i thought movie long hrs min felt like hrs i ok first went i got bored could believe felt long there people laughing enjoying comedy it oldish not bad movie not tho average,V.Positive
350,that movie so good blood celly wanted see masterpiece and nose started bleeding middle final fight,V.Positive
351,first marvel film asian lead ready hell yeah first seeing trailer thought good film turns love core this film elements humor fighting acting done right the main thing attracts movie waste single minute things fully focused plot nothing else things got wow fight wong abomination fight discussion also fighting choreography cinematography good ca take eyes second and kind family stories different many way so enjoy movie see theaters chance stay safe and miss post credits real surprise waiting,V.Positive
352,i seen cinemas hour ago i impressed,V.Positive
353,clearly people working film rated high trust wast time money ill never get back acting terrible decent thing film special effects,Positive
354,the plot twist ben kingsley looks like mop head bad film takes nose dive who thought would good,Positive
355,i expecting fun marvel movie instead got random movie superhero never heard so bad,Positive
356,shang chi legend ten rings introduces new marvel the way film introduced character great loved film jumps back forth times tell us past young ended present film many fight scenes amazing cinematography used shoot fight scenes made better perhaps cinematographer film bill pope shot the matrix sam raimi you could tell sure lot similarities fight scenes the matrix especially kung fu style fighting loved sometimes fight scenes dutch tilt method used wide showing stunning set design film also visually stunning i happy call one marvel visually stunning films it treat comedy film good used carefully perfect times something scares whenever i watch marvel film because films supposed serious superhero films but comedy used perfect times result acting great loved character excited see character future mcu films simu liu course perfect actor role one thing opinion failed emotional scenes this film many emotional scenes discuss family relationship father son i felt like simu liu could able deliver emotional feeling audience acting bad emotional scenes this brings tony leung plays father leung carried whole film opinion whenever emotional scene father son leung way better expressing showing feelings simu visual effects well made especially film many the customs well great loved sometimes colors represent culture like football varsity jacket red grey wearing beginning got point last minutes film one greatest enjoyable whole rating,V.Positive
357,previews ruined every single plot learn,Negative
358,great combination high energy action emotional context funny it great introduction characters looking forward seeing,V.Positive
359,quite lot representation great trying expand marvel repetoire main character could casted little better,V.Positive
360,how incredible sad watch modern marvel disappoint second time row obviously wont even go million worldwide boring generic movie would better streaming movie people would least watch maybe react youtube suicide squad popularity came wont happen movie tho nobody watch streaming nobody cares much movie go cinema maybe hardcore marvel fans people wont,Positive
361,the simple well choreographed fights far better cgi unfortunately took movie act decent characters mediocre lore make forgettable entry mcu,Neutral
362,another mediocre movie dying fight scenes quite good visual mostly ok better capt marvel hence two points,V.Positive
363,not i expect coherent storylines disney good grief film mess it place here little tip people wrote pick tone stick good cgi good action set pieces hence three stars instead one other normal generic marvel phase awkwafina unwatchable she like irritant i incredibly suspicious positive reviews film getting bots,V.Positive
